CID,Type,Impact,First Detected,Severity,Component,File,Function,1. ABK_Code_Type,2. ABK_Classification,ABK_Tags,3. ABK_Initial_Triaged,ABK_AutoTriage,Last Triage Comment,Checker,CWE,Comparison,Issue Kind,Last Snapshot Stream,Line Number
15626,Untrusted value as argument,Medium,02/13/24,Critical,Other,/code/src/game_iw9/game_mp/g_player_events_mp.cpp,GameSwitchOffhandPullbackEvent,Production,Suspicious,downcasting,,,,TAINTED_SCALAR,20,Absent,Various,ATVI-CoD-trunk,1428
15518,Out-of-bounds access,High,02/13/24,Critical,Other,/code/common/libs/SuperTerrainCore/SuperTerrainCore/SuperTerrainDefines.h,R_ST_IterateLayerMask,Production,Suspicious,OVERRUN,2025-04-08,,"No bounds checking on index, may return 256 if no free bits",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,221
15496,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/stream/stream_defrag.cpp,Command_MaxPageCount,Production,Suspicious,OVERRUN,2025-04-09,,"No bounds checking on index, devs put in assert shows concern
",OVERRUN,125,Absent,Various,ATVI-CoD-trunk,978
15143,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/database/db_binarypatch_load.cpp,DB_BinaryPatch_BeginLoad,Production,Suspicious,OVERRUN,2025-04-09,,"if openData.diffCount can be >2, then this could happen.  Could not trace code to verify if that is possible.",OVERRUN,125,Absent,Various,ATVI-CoD-trunk,577
15131,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/xanim/proceduralbones/proceduralbones_allocator.cpp,XAnimProceduralBonesAllocator_AllocateInstance,Production,Suspicious,"OVERRUN,graphicsCode",2024-12-12,,There are no checks to ensure Index returns a valid value,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
15101,Out-of-bounds write,High,02/13/24,Critical,Other,/code/src/game_shared/bgame/vehicles/bg_vehicle_elm_collection.inl,AddElement,Production,Suspicious,OVERRUN,2024-12-12,,"There is no check to ensure the index is in bounds, yet there are sanity checks indicating there is thought it could be out of bounds.",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,25
15071,Copy into fixed size buffer,Low,02/13/24,Critical,Other,/code/src/los_precompute/los_precompute_system.cpp,LoadDynamicPathNodeDeclarationFile,Production,Suspicious,other,,,,STRING_OVERFLOW,120,Absent,Various,ATVI-CoD-trunk,169
15037,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/online/online_friends_crossplay.cpp,AddFriendCallback,Production,Suspicious,OVERRUN,,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,954
14957,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/game_iw9/game/g_objectives.cpp,G_Objectives_GetObjectiveIndexFromPSIndex,Production,Suspicious,"OVERRUN,obo",2025-04-09,,No bounds checking on index,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,841
14739,Incorrect sizeof expression,Medium,02/13/24,Critical,Other,/code/src/WaterDynamics/WaterDynamics.cpp,WaterDynamics_WriteInstances,Production,Suspicious,other,,,"originally marked this as not exploitable because it isn't, but it's a coding error that may cause errors and we've taken to use suspicious for these.",BAD_SIZEOF,467,Absent,Various,ATVI-CoD-trunk,498
14712,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/game_iw9/cgame_mp/cg_snapshot_mp.cpp,CG_SnapshotMP_UpdateScore,Production,Suspicious,OVERRUN,,false,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,4979
